LABEL,newsApiContent,fullArticleContent
art,"For Women's History Month, I wanted to highlight Victoria Woodhull, who wrote a letter to the New York Herald in 1870 announcing that she was running for president. At the time, women were not allowe… [+1060 chars]","The woman who ran for president 50 years before she could vote

Jackie Lay / NPR

For Women's History Month, I wanted to highlight Victoria Woodhull, who wrote a letter to the New York Herald in 1870 announcing that she was running for president. At the time, women were not allowed to vote, but there were no laws against launching a presidential campaign — perhaps because no one could have imagined that a woman ever would.

Woodhull was a passionate suffragist who has mostly been forgotten by history. The suffragists of her time kept their distance because she had other ""scandalous"" views they didn't want to tarnish their cause. She was also a divorced woman with a controversial past, as a Spiritualist clairvoyant and the daughter of a conman who had roped his family into numerous criminal schemes.

Sponsor Message

However, as someone who went from uneducated bumpkin to one of the richest and most controversial people of her era, and someone who was not afraid to take action against injustices, and who went from riches back to rags in order to promote her ideas for a better nation, she ought to stand amongst the most iconic Americans in history.

Jackie Lay / NPR

Jackie Lay works on the Visuals team at NPR. She's an animator and illustrator who has been published at The Atlantic, Vox and The Washington Post. Find more of her work online, at JackieLay.com."
art,"Frida Kahlo, 'Frieda and Diego Rivera (Frieda y Diego Rivera),' 1931. San Francisco Museum of Modern Art, Albert M. Bender Collection, gift of Albert M. Bender.
 © 2025 Banco de México Diego Rivera … [+13213 chars]",
art,"Field Notes debuts a new notebook inspired by 1950s sign design, featuring bold colors and iconic graphic design details.
Field Notes has long built its brand around craftsmanship and nostalgia. Wit… [+2704 chars]","Field Notes debuts a new notebook inspired by 1950s sign design, featuring bold colors and iconic graphic design details.

Field Notes has long built its brand around craftsmanship and nostalgia. With its latest Quarterly Edition, “The Chicago Look,” the Chicago-based company leans into graphic design history, channeling the energy and optimism of post-WWII signage into a new 6×8” format. For designers and creatives, it’s a tactile tribute to a golden era of visual communication.

A nod to the Beverly Sign Co.

The edition is inspired by the Beverly Sign Co., a now-defunct outfit that made its mark in the 1950s and ’60s. Known for panelized layouts, bold letterforms, and high-contrast palettes, Beverly Sign Co. helped shape what came to be called the “Chicago Look.” It was a style that didn’t just stay local — it influenced commercial sign painters across the U.S.

Field Notes’ team discovered this design legacy through The Golden Era of Sign Design by Kelsey Dalton McClellan and Andrew McClellan. The book archives original sketches, notes, and swatches that guided painters — also known as “wall dogs” — as they hand-lettered storefronts and billboards. These hand-drawn artifacts, rich with penciled-in feedback and vibrant color studies, served as the launchpad for this edition’s visual identity.

Designed to feel like a working document

To capture the spirit of those original proofs, Field Notes brought in the McClellans and fellow sign painter Bob Behounek to design two covers that echo the look and feel of an in-progress sign. The covers are printed on Westrock Tango C1S 16pt stock, featuring diagonal color swatches and textured notes — a direct reference to the original documentation used by sign painters.

Each notebook includes 64 pages of Domtar Lynx Opaque paper, with a light-blue grid printed in soy-based ink. The decision to scale up from the standard size to a larger 6×8” format gives designers more room to sketch, ideate, and build — a functional choice that also elevates the presence of the historic reference.

A graphic design collectible

At $14.95 for a 2-pack, “The Chicago Look” is more than a stationery release — it’s a mini design archive. Subscribers to Field Notes’ Quarterly Edition also receive a 2.25” “Wall Dogs Forever” pin and a postcard of one of the covers as a full-sized, hand-painted sign now installed at Field Notes HQ.

In a time when much of graphic design lives on screens, this collection reconnects creatives with physical process and historical context. It celebrates the analog precision of mid-century sign painters — those who shaped cityscapes with brushes, not pixels.

For designers looking to get inspired by the roots of visual branding, this edition delivers a rare mix of design history, material beauty, and functionality.

Explore the full edition at Field Notes.

Designed by: Kelsey Dalton McClellan and Andrew McClellan of Heart & Bone Signs

Graphic design artifacts"
art,"The limestone tomb chamber of the unknown king.Dr. Josef Wegner for the Penn Museum
<ul><li>Archaeologists found a new pharaoh's tomb at Anubis Mountain in Egypt.</li><li>The tomb is from the myster… [+5583 chars]","The limestone tomb chamber of the unknown king. Dr. Josef Wegner for the Penn Museum

This story is available exclusively to Business Insider subscribers. Become an Insider and start reading now.

Archaeologists have discovered a mysterious new king of ancient Egypt, buried in a network of tombs at Anubis Mountain.

""Discovering king's tombs, new pharaohs, are few and far between,"" Josef Wegner, a leader of the team that uncovered the new tomb, told Business Insider.

Researchers don't know this pharaoh's identity because they think ancient grave robbers damaged the marking of his name on the tomb wall. Still, he could help illuminate a forgotten era of Egyptian history from about 1640 BCE to 1540 BCE, when warrior pharaohs battled each other for territory.

""It's a really fascinating period of turmoil, conflict,"" said Wegner, who teaches Egyptian archaeology at the University of Pennsylvania and curates the Penn Museum's Egyptian section.

""It gives birth to the new kingdom, the famous golden age of many of the well-known pharaohs like King Tut and the Ramses kings,"" he added.

Take a peek inside this unknown pharaoh's tomb."
art,"T-Rex: ART! What is art? Some people say it's anything we do that isn't necessary to our survival.T-Rex: These people are correct!!
T-Rex: However, this doesn't mean that art is GOOD. There is a lot… [+793 chars]","Transcript

T-Rex: ART! What is art? Some people say it's anything we do that isn't necessary to our survival.



T-Rex: These people are correct!!



T-Rex: However, this doesn't mean that art is GOOD. There is a lot of bad art. I've seen some of it and I can tell you: YEESH. Don't waste your time experiencing THAT stuff.

T-Rex: Instead, focus on good art. Or better yet, GREAT art!

T-Rex: FOCUS ON THE GREATEST ART OF ALL TIME.



Utahraptor: Is there a consensus on which arts are the greatest arts?

T-Rex: Hah hah hah!

T-Rex: NO.



T-Rex: No, people argue and tastes change and it seems pretty clear there will NEVER be one objective greatest art of all time! So, you know, just have fun with it. Find an art that speak the most to you, and you've pretty much nailed it.

Utahraptor: Sweet, I've already got one!



Off panel: I like this art of a naked guy.

T-Rex: Utahraptor! THAT IS A PORNOGRAPHY, which is a special form of ultimate art that's too powerful for society!!

T-Rex: ...And too DISTRACTING"
art,"Inkression sees you trying to revive your neighbourhood by showcasing people’s stories through your art of creating tattoos.
Tattoos often have deeper meaning and a story to tell, especially to thos… [+2132 chars]","Inkression sees you trying to revive your neighbourhood by showcasing people’s stories through your art of creating tattoos.

Tattoos often have deeper meaning and a story to tell, especially to those who get them and to the artist that is designing and creating them. You’ll get to experience a taste of that feeling when you play this game as it sees you working at a tattoo parlor and capturing those meanings with your work. You’re not just stuck in the shop all the time, though, as you can switch between working in your tattoo parlor and exploring the town, seeing what exactly is going on in this area and how it’s changing.

The story around your town, Nortown, is that the entire place is going to be demolitioned to make way for a new commercial hub. Everyone is battling with this massive change and what’s going to happen to their lives. You are able to explore this town, talking to the individuals you come across about what is going on. The atmosphere at your parlor also reflects the changes that happen to the staff there who are more than aware of what’s going on.

Thankfully, Inkression is a story-based game where you do not need to actually be good at drawing and creating the tattoos. Instead, the game will wipe away any ink that’s outside of the lines and will often allow you to skip coloring in the designs if the story has been presented to you.

I got the chance to play through some of Inkression at Day of the Devs, where I was interested in this town and its story. Things there look a little old and faded, but taking the time to transform these stories into art so that they will be remembered feels so important. The captivating story and ease of playing really caught my attention, making me excited to see the full game once it’s out.

Inkression is currently in development, but in the meantime, you can grab a demo or add the game to your wishlist on Steam.

About The Author"
art,"Paul Simon, Art Garfunkel and their collaborators look back over what is widely considered their greatest work, Bridge over Troubled Water, using never-before-seen film, photos and memorabilia. More","Paul Simon, Art Garfunkel and their collaborators look back over what is widely considered their greatest work, Bridge over Troubled Water, using never-before-seen film, photos and memorabilia. More"
art,"Oaxaca stands out for its diverse gastronomy and culture, with one of the countrys highest percentages and diversity of Indigenous populations. These cultures are showcased in varied artesanías (hand… [+2484 chars]","Oaxaca stands out for its diverse gastronomy and culture, with one of the country’s highest percentages and diversity of Indigenous populations. These cultures are showcased in varied artesanías (handcrafts) or artes populares (popular arts). In Oaxaca, like in other states, each town specializes in a specific craft, and in the case of San Bartolo Coyotepec, its craft is pottery made from a distinctive local black clay (barro negro).

Tzompantlis, skull racks from Mexico’s pre-Columbian period, were common across several peoples, including the Maya and the Zapotec. Perhaps the best example is the one in Tenochtitlán (now Mexico City). With their striking display of neatly organized human skulls, tzompantli have inspired many modern artistic interpretations, including “El Mural de la Conquista” (“The Mural of the Conquest”).

Artist Carlomagno Pedro Martínez created this work, which was first displayed in Paris at the La Villet Cultural Center in 2002. The mural features a central tzompantli panel and makes symbolic use of other skulls, including a much smaller tzompantli, on the floor section. In front, subtitled “Apology of the Conquest,” five old women represent five centuries since the Spanish conquest, as well as a funeral. The back shows a map of Mexico and two armed figures—one resembling a revolutionary from the early 1900s, possibly Emiliano Zapata, and another wearing a balaclava typical of the EZLN (Zapatista Army of National Liberation). Carlomagno’s Zapotec ancestry connects both revolutionary movements to contemporary Indigenous resistance.

The lower panel features skeletons with insect features above a skeleton representing Martín Cortés, son of conquistador Hernán Cortés and his Indigenous interpreter Malintzin (also known as Malinche), often considered one of the first mestizo Mexicans. This mix of peoples and cultures appears elsewhere on the mural, like the upper panel where skeletons appear atop a Christian church and a pre-Columbian pyramid. The side panels depict violent cultural clashes that ultimately forged a new Mexican culture.

Martínez is also the director of the State of Oaxaca Museum of Popular Art (MEAPO), which he helped establish through fundraising beginning in 1994. After opening in 1996, the museum reopened in its current location in 2004, showcasing not only San Bartolo Coyotepec’s distinctive barro negro, but also works from across Oaxaca. The museum’s upper floor houses a mask collection, many from coastal regions and featuring real animal elements like hair and horns. The museum also has an active calendar of temporary exhibits, showcasing up-and-coming artisans as well as established masters of their craft."
art,"This issue of the art newsletter comes from GoldenEye, the resort on Oracabessa Bay, Jamaica, that was built around the villa where Ian Fleming wrote most of his James Bond novels. For twenty years G… [+7163 chars]","This issue of the art newsletter comes from GoldenEye, the resort on Oracabessa Bay, Jamaica, that was built around the villa where Ian Fleming wrote most of his James Bond novels. For twenty years GoldenEye has hired me to do their hand-painted signage and graphics; this time I brought my daughter and worked on closing the Spring Books issue by the lagoon. The days alternated between sunny skies and downpours, and the water, orchids, and trees shimmered in the humidity.

The cover of our April 10 issue is a 2021 painting by the New York artist Scott Csoke. It refers to Wendy Doniger’s essay about the history of war horses. After trying several varieties of art about horses, we landed on Csoke’s Antique Portrait of a Gay Horse (Head) (2021). The painting had never been properly photographed, so Csoke borrowed it from its owner and met me at a coffee shop, carrying the portrait in a tote bag so that I could scan it. Csoke’s pink-trimmed, hand-painted apartment was recently featured in New York magazine.

To illustrate Howard French’s essay about the books and ideas of Alvin Toffler, the futurist and author of Future Shock, I asked Michelle Mildenberg. She drew a “young Toffler seen from the back looking at a spiral of technological imagery from China.” Before she delivered the final proof, I asked her to change the color of his shirt from brown to green. And for Cathleen Schine’s review of Hanif Kureshi’s recent memoir about an accident that left him tetraplegic, I asked Carly Blumenthal for a portrait. Her fine-grained pencil-crayon rendering feels as intimate as Schine’s descriptions of Kureshi’s patient, careful writing.

For her third portrait for us, the London-based illustrator Ruby Ash drew the Argentine writer Hebe Uhart seated on a bus, a scene from Natasha Wimmer’s essay about Uhart’s travel writing. When I sent a draft of Jonathan Mingle’s essay about phosphorous and soil nutrients to Jason Logan, he looked up the element and then texted me: “I read that there is phosphorus in the striker of matches and in the tip of some safety matches, and I had some ingredients left over from my tests with gunpowder.” We used his abstract Sulphur Test to accompany Mingle’s article.

I asked the Toronto-based illustrator Natàlia Pàmies Lluís for a portrait of the Chilean writer Benjamín Labatut for Dan Rockmore’s review of his books The MANIAC and When We Cease to Understand the World. It was her first portrait for us, and she explained that she “wanted to visually explore destruction and madness, incorporating elements like an explosion emerging from his hair.”

I asked the Toronto-based illustrator Natàlia Pàmies Lluís for a portrait of the Chilean writer Benjamín Labatut for Dan Rockmore’s review of his books The MANIAC and When We Cease to Understand the World. It was her first portrait for us, and she explained that she “wanted to visually explore destruction and madness, incorporating elements like an explosion emerging from his hair.”

Fernanda Amis Bajo el Alma Fernanda Amis Bajo el Alma Fernanda Amis Bajo el Alma Fernanda Amis Bajo el Alma Fernanda Amis Bajo el Alma

The series art in the issue, Bajo el Alma, is by Fernanda Amis, whose drawings of figures, scenes, and comics feels like a cross between Mark Alan Stamaty and Polly Nor.

The Spring Books issue means it’s time for one of our four annual hand-lettered and hand-drawn covers. I’d been wanting to work with Maria-Ines Gul since 2020, when Kaye Blegvad sent me a zine of Gul’s erotic drawings (a few of which I used to illustrate Elaine Blair’s 2023 essay about porn). When I asked Gul to illustrate our Spring Books cover, she sent a number of gorgeous sketches evoking the mood of the season, including abstract weather patterns, the sunlit facade of a building, and a cup of clouds, which is what we decided on. Gul titled her cover Clouds in My Coffee.

Andrea Ventura painted the historian Catherine Hall for Fara Dabhoiwala’s essay about her life and work, but when Ventura turned in the final image, we decided that we actually preferred his initial sketch. He took no offence, writing, “I understand. I love that about drawings, when you are less aware it’s better.” In the case of Romy Blümel’s lush portrait of Katie Kitamura, for Laura Marsh’s review of Kitamura’s new novel, Audition, we made a few edits before landing on the final.

The London-based illustrator Paul Davis wrote to say that it “made his day” to be assigned Fintan O’Toole’s essay about the president and the EU, and after a little back and forth, he delivered a grumpy Trump straddling Europe and tearing the EU flag. For Francisco Cantú’s review of The Afterlife Is Letting Go, Brandon Shimoda’s book about Japanese internment and the US’s history of migrant detention, I looked for a painting by the Japanese artist Hiroki Kawanabe that could allude to the themes of disconnection and the erosion of history. His painting Wide Street (2024) seemed to convey the appropriate sense of isolation.

Advertisement

Georgie McAusland drew the novelist and poet Joe Dunthorne for Francine Prose’s review of his latest book, which details the story of his great-grandfather, a Jewish scientist who, in the 1930s, developed chemical weapons for the Nazis. McAusland included the writer’s Geiger counter in her portrait, alongside cloudy likenesses of his ancestors, which, as one editor pointed out, echoed the cover in an uncanny way. Yann Kebbi and his mighty pencil gave us a vigorous drawing of Larry McMurtry to illustrate Thomas Powers’s essay about the writer’s life and, in particular, Lonesome Dove.

I asked the photographer Jason Fulford if he had any images that might be appropriate for David Cole’s article about academic freedom. To my delight he had a series of pictures from Princeton’s Institute for Advanced Study, including some shots of the two-sided “Erase/Do Not Erase” signs that professors use for classroom blackboards. A simple “Do Not Erase” conveyed Cole’s point in a wonderful way.

In his review of a new book by the philosopher Thomas Nagel, Peter Singer writes about moral progress and decision making. The artist Greg Burak recently had a show, Psychologistics, at New York’s March Gallery, and I thought some of his de Chirico–esque work could be a good fit. Instead, we went with a painting of his from 2022, The Candidate, depicting two figures holding candles, one of them blindfolded. Burak’s 2020 painting Two Curses was on the cover of our November 18, 2021, issue.

Liana Finck Scribbles Liana Finck Scribbles Liana Finck Scribbles Liana Finck Scribbles Liana Finck Scribbles Liana Finck Scribbles Liana Finck Scribbles

Liana Finck sent me the series art for the issue—which she titled Scribbles—as she was headed into labor. Her messages calmly began “Hi from a hospital room,” with the art in an attachment, followed by a picture of her new baby. How I love the artists I work with.

In Jamaica my daughter kept asking me to Shazam the songs being played by the pool. After about ten songs I realized that most of the music on the playlist (Cat Stevens, Toots and the Maytals, Fairport Convention, Roxy Music, Marianne Faithfull, Bob Marley and the Wailers) had been produced by Chris Blackwell, the owner and developer of the resort, whose mother, Blanche, had been Ian Fleming’s longtime lover. But one song we looked up, and one that I keep returning to, was “Here Comes Trouble,” by Chronixx, which I sung under my breath as we approached border patrol in the United States."
art,"With season 2 of Severance complete (with a remarkable bang), Apple TV+ has slid right into a new prestige series, The Studio, starring (and co-created by) Seth Rogan as the newly-appointed chief of … [+3796 chars]","‘The Studio’ Is Fantastic So Far

With season 2 of Severance complete (with a remarkable bang), Apple TV+ has slid right into a new prestige series, The Studio, starring (and co-created by) Seth Rogen as the newly-appointed chief of the fictional and dysfunctional Continental Studios in Hollywood.

Two episodes in (out of 10 for the debut season), and it is fucking amazing. So far it feels a bit like a cross between Entourage, The Larry Sanders Show, Boogie Nights, and maybe a touch of Curb Your Enthusiasm. But the biggest influence and inspiration is clearly Robert Altman’s 1992 masterpiece The Player, almost certainly the best Hollywood movie about Hollywood moviemaking that ever was or will be made.

What The Studio and The Player share is that they’re about the struggle to create great cinematic art within a corporate studio world run by unartistic know-it-all self-important status-obsessed dullards driven by formula and fads — and, simultaneously, they are themselves almost unfathomably complicated and intricate works of cinematic art. They are what they’re about. They achieve what the characters within them fear is no longer achievable. When you get to episode 2 of The Studio, just keep asking yourself “Wait, how are they getting this shot?” The lighting, my god. The whole thing is just an outpouring of homage to the opening shot of The Player, which of course itself calls back, explicitly, to Orson Welles’s Touch of Evil.

The Studio is, thus far, engaging, surprising, funny, gorgeous, clever, and cinematically ambitious. It’s really quite a thing. I have no idea what’s coming in episodes 3–10, so maybe this piece will look a bit premature, if not foolish, in two months. But if the rest of season one is anything like the first two episodes, The Studio is a classic in the making.

The thought also occurs to me that this might be the don’t-over-think-it answer to just what the hell Apple is doing making original shows and movies in the first place. Perhaps Apple’s leadership simply believes, as I do, that cinema is the grandest and greatest form of art the world has ever seen — one that encompasses acting, writing, photography and/or illustration, and music — and but that great cinema is expensive and delicate and needs, from deep-pocketed studios and their deeper-pocketed corporate parents, more than patrons, but champions. And that in a media landscape where such champions of cinema-as-art and art-as-an-essential-public-good are fewer and fewer, it is Apple’s not just opportunity but obligation to step up to the plate.

I’ve long thought that one of the minor tragedies of Steve Jobs’s second act is that the timing just didn’t work out to sell Pixar to Apple, instead of to Disney. But make no mistake, a love and appreciation for great cinema is not outside Apple’s DNA. No streamer has a higher hit rate for quality shows. Their movies mostly stink so far, but maybe that’s just the learning curve. The Gorge, for example, feels like an Apple TV movie because it’s so decidedly meh. Not horrible, but not good in any way beyond its intriguing elevator-pitch concept. Wolfs was better but still a grand disappointment given its pedigree. But when it comes to shows, no one is doing better. Severance deserves all its acclaim and attention, and Ben Stiller delivered a season 2 finale that’s arguably the best 78 minutes of filmmaking I’ve seen this decade. And The Studio, to me, feels like an Apple TV show — not because of how it looks, what it’s about, or who’s in it, but simply because it’s so good. Netflix almost never makes shows like this. Neither does HBO now that’s its been subsumed by “Max”. Peacock et al don’t even try.1"
art,"One of the strangest works of art in the Rijksmuseum, in Amsterdam, is a painting by Jan Jansz Mostaert, who was born in Haarlem. It dates from around 1535 and bears the title Landscape with an Episo… [+13607 chars]","One of the strangest works of art in the Rijksmuseum, in Amsterdam, is a painting by Jan Jansz Mostaert, who was born in Haarlem. It dates from around 1535 and bears the title “Landscape with an Episode from the Conquest of America.” In the right of the picture, a platoon of soldiers, heavily armed and preceded by a pair of gun carriages, tramp through a defile. Evidently, it is not long since they came ashore; behind them, we can spy a strip of beach. Preparing to meet them is an angry band of what Mostaert, who certainly never crossed the Atlantic, imagined the people of the New World to be like. Mostly men, some of them elderly, all of them white, and all as naked as babies, they brandish longbows at their aggressors. Around them, the country seems no less fantastical—jagged outcrops of pale rock, rising from low brown hillocks. A bearded old man, in a cage made of wooden bars, surveys the scene from on high. In the foreground, away from the commotion, a rust-red cow grazes peacefully, while a hare is shown in mid-leap. Perched atop a broken tree is a monkey, which turns toward us as if to ask, “Who are the animals here?”

Peel yourself away from Mostaert’s painting, cross to a different wing of the museum, and you will find another bunch of Americans defending their way of life. To be precise, four young Latinas in a car—all of them brightly bejewelled, three of them tattooed. Their makeup is a work of art in itself. The picture is called “Homegirls, San Francisco,” and it dates from 2008. It was taken by the photographer Amanda López, who was born to Mexican parents in Sacramento, and who became fascinated by lowrider culture. (“I grew up with my cousin and his dad, they were always fixing Impalas,” López said in an interview in 2023.) The image, which is one of a set of lowrider photographs acquired by the Smithsonian, is dominated by the driver of the car, who rests her elbow on the edge of the open window and stares straight at us with a confidence that is at once challenging and completely relaxed.

“Virginia,” 1965. Photograph by Irene Poon / Courtesy San Francisco Museum of Modern Art, Gift of Charles Wong, Irene Poon Photography Archive, Department of Special Collections, Stanford University Libraries

“Homegirls, San Francisco” is part of a major exhibition, “American Photography,” which runs at the Rijksmuseum until June 9th. The show is, in the best sense, all over the place. Rather than adhering to a firmly chronological format, it darts to and fro through the decades. The rooms are organized by theme. A section of portraits, for example, accommodates both a rare daguerreotype from 1840—a photograph taken by Henry Fitz, Jr., of his own face, his eyes closed as if he were asleep—and a marvellously detailed ink-jet print by Bryan Schutmaat, which dates from 2010. Titled “Paul, Bozeman, Montana,” it depicts a guy at a bar, in a blue T-shirt and jeans. His lost and rheumy gaze, like the lines on his forehead and the gray grizzle of his beard, makes you wonder what troubles the poor fellow hasn’t seen, and sends your thoughts irrepressibly to the second floor of the Rijksmuseum, where the brow of Rembrandt, visible in his “Self-Portrait as the Apostle Paul,” from 1661, is equally riven with care. The two men could be brothers, although only one of them holds a glass of beer.

“Paul, Bozeman, Montana,” 2010. Photograph by Bryan Schutmaat / Courtesy Rijksmuseum, Amsterdam

In geographical terms, too, “American Photography” roams free. We see everything from the cover of a Holiday magazine—the issue of December, 1955, complete with palm trees, Christmas gifts, and the optimistic tagline “You’ll want to go to Florida when you read Budd Schulberg’s brilliant report”—to an amazing shot of what appears to be the surface of a crater-studded moon. In fact, it’s a view of the Yucca Flat nuclear-testing site, in Nevada, taken in 1996, and the craters were formed not by ancient meteor strikes but by the subsidence that follows a detonation underground. There’s also a fine quartet of New York street scenes, including “Emigrants, Queer man & Baggage, South Ferry, Manhattan,” which was taken by Alice Austen, in 1896. As visitors to the Alice Austen House, in Staten Island, will be aware, Austen rewards further investigation, and I only wish that the Rijksmuseum had found room for “Trude & I masked, short skirts,” from 1891, in which Austen photographs herself and a friend smoking at each other. It’s like a Diane Arbus setup, seventy years in advance.

The sorriest sight in the exhibition is both wide-ranging and highly specific, covering a lot of ground in one day. On June 8, 1968, the photographer Paul Fusco was on the train that bore the body of Robert Kennedy, who had been assassinated three days before, from New York to Washington. Fusco was working for Look magazine, and what he looked at, through his lens, were those who gathered beside the railroad tracks to pay their respects. Here, in pieces, was mourning in America. At the Rijksmuseum, however, we get not just a resonant Fusco shot but something else—photographs taken by the public, as the cortège drew near or trundled past. The snapshots (just a few of the many that have been patiently tracked down and assembled by the Dutch artist Rein Jelle Terpstra) are square in format and awkwardly composed. The colors have faded to a kind of sifted haze. Does memory degrade in the same way, or do the people who watched the train go by, fifty-seven years ago, still see it, as crisp as painted livery, in their mind’s eye?

“America Seen Through Stars and Stripes, New York City,” 1976. Photograph by Ming Smith / Courtesy Virginia Museum of Fine Arts, Richmond / Adolph D. and Wiliams C. Williams Fund

If you are a New Yorker, you may have seen those snapshots before. In 2018, they were displayed in “RFK Funeral Train: the People’s View,” at the International Center of Photography. What makes them stand out at the Rijksmuseum, energized afresh, is that they set the tone for the whole enterprise. The exhibit was conceived in 2017, and the curators, Mattie Boom and Hans Rooseboom, made it a matter of principle, while borrowing from other institutions, to amass material from private collections and auction houses, too. “There is no other land where photography is so closely entwined with the course of its history,” Boom writes in the exhibition catalogue, and the result of that entwining is a wealth of visual stuff—a sun-warmed advertisement for Motorola radios, endorsed by the married actors Dick Powell and June Allyson, from the pages of Life, or a crumpled mini-portrait from a photo booth. In neither case do we know the photographer’s identity. Here is a haven for the amateur, the anonymous, and the forgotten.

“Nude #3,” 1918 –1919. Photograph by Charles Sheeler / Courtesy Museum of Fine Arts, Boston

The concluding section of the show, it’s true, is dedicated to the proposition that “Photography Becomes Art,” and it proves the point with Sally Mann’s grandly beautiful closeup of her daughter’s face (2004), and with two semi-abstract nudes (1918-19), tightly cropped, by Charles Sheeler. Yet the rest of the exhibition urges us to question what, exactly, is so fine about fine art, and what can get missed or ignored in the quest for finesse. Twenty years or more after Sheeler produced those nudes, he shot the photographs for a leaflet, “Souvenir of Your Trip Through the Ford Rouge Plant.” That leaflet is laid out, in all its dull splendor, in an earlier room.

An anonymous portrait from 1907, one which someone has scribbled, “This was taken after I had a fight with my best.” Photograph courtesy Rijksmuseum, Amsterdam

In a similar vein, we see a 1961 poster for Texas highways (“Over 60,000 miles of motoring adventure”) replete with images by nameless photographers. More casual, and far more intimate, is the arsenal of gun shots—regular Americans, children as well as adults, toting their weaponry for the camera, and for the nervous amusement of their friends and relatives. My favorite picture in the show is a peace offering, from 1907, which has the force of a compacted short story: two young women in high collars and hats, next to which someone has scribbled, “This was taken after I had a fight with my best.” And the very first thing you see, as you enter the exhibition, is not a flat image at all but an object: a homemade cube built from strips of folded Marlboro packs, with a space on each side for a photograph. Each space is filled by the face of a young African American. Somebody, somewhere, took the time to construct this delicate shrine to companionship.

Curio box made of cigarette packets with portraits of housemates, late nineteen-sixties. Photograph of artwork by Andy Romer / Courtesy Daile Kaplan Collection, Pop Photographica, New York

The cube was found in a flea market by a New York collector, whose trove of discoveries came to the notice of Rooseboom and Boom. “We went to a warehouse in Brooklyn and it was all there,” Boom told me. (It’s always a warehouse in Brooklyn.) Some of what they unearthed in the course of their searching bears careful inspection. We see a church fan, say, from 1967, with a paddle made of card; on one side is an advertisement for Hart Funeral Service, of Asheville, North Carolina, and on the other is a portrait of Martin Luther King, Jr. What, you might ask, is the fan doing here? Well, to borrow a distinction from mathematics, the emphasis throughout the show is more on applied photography than on pure photography—on the uses, from the celebratory to the bitter and the whimsical, to which the medium has been put.

“Portrait of an Unknown Man, Harlem, New York City,” 1938. Photograph by James Van Der Zee / Courtesy Rijksmuseum, Amsterdam, purchased with the support of Baker McKenzie / The James Van Der Zee Archive / The Metropolitan Museum of Art

The nation that emerges from “American Photography,” in short, is not just a powerhouse of moral, commercial, and political purpose but an engine for repurposing. This can be performed with wit; for a New York-themed issue of Flair magazine, in 1950, Saul Steinberg decorates photographs of the city with a frolic of lines and figures, transforming it into a playground. A chest of drawers is transformed into a skyscraper, as if by a wizard’s charm. At the other extreme, consider a photograph of a formerly enslaved Black man, from around 1863. He is shown from behind, with one arm crooked and his head turned in profile: a formal pose, the better to show the network of scars, like the roots of a tree, that cover his bare back. To how many floggings they testify one can barely imagine. The picture is tiny, and with good reason, because it was, in fact, deployed as a carte de visite—handed out by abolitionists as an efficient means of conveying the evils of slavery. This combination of polite social convenience and deep wounds, designed to shock the system, continues to shock the eye.

Even for the big names, the distinction between the pure and the pragmatic holds fast. Robert Mapplethorpe is here, as you’d expect, with two self-portraits, one of them so nakedly puckish that it verges on the diabolical; yet what sticks with you, in another room, is a picture that he took of the band Television for the cover of their début album, “Marquee Moon,” in 1977. Thanks in part to a jarring adjustment of the colors, they look like alien immigrants suffering from space lag. (Two years earlier, Mapplethorpe had been responsible for the black-and-white shot of Patti Smith that adorned her album “Horses.” Could it be the most widely distributed image in the Mapplethorpe corpus?) Likewise, a famous Walker Evans photograph from 1936, “Main Street of County Seat, Alabama,” is displayed not in its original form but in a later incarnation, as the basis of a wartime poster in 1942. Any stillness and tension have been dispelled; the photograph has been blown up and colorized, with a line of green trees added in the background and a yellow banner pasted across the top—“This is America . . .” Down at the bottom the slogan is completed: “. . . Keep it Free!”

“Family Standing Beside Their Car,” c. 1957–60. Photograph courtesy Rijksmuseum, Amsterdam

Free enterprise, free expression, free trade, freedom of movement, the freedom to vote, and also the freedom to quash and to destroy: such are the liberties that are examined and interrogated by “American Photography.” To say the least, it’s quite a moment for such a show. For the first time since the Second World War, the bedrock of understanding between the United States and Europe has begun to crack. Mark Rutte, who was the Prime Minister of the Netherlands from 2010 to 2024, is now the secretary-general of NATO, an organization that President Trump regards with an indifference bordering on contempt. Nobody at the Rijksmuseum could have foreseen the cultural ground shifting so rapidly underfoot. To be sure, a single exhibition will change little, and solve even less, but inviting young Europeans to look at the varieties of American experience on the walls of the Rijksmuseum is, you could argue, one way to gauge whether, and for how long, they will still look to the United States, as a destination and a dream.

Should they require a particular role model, “American Photography,” ever helpful, can supply that, too. In 1851, a Dutchman, Walther van Erven Dorens, emigrated from Amsterdam to San Francisco. There, he joined a fire brigade as a volunteer, and a daguerreotype preserves his pride in the appointment. He stands in uniform, with one hand on his hip and another on a ladder—a tool of his perilous trade. He has made the odyssey from the Old World to the New, in pursuit of a better life. Whether he has found it, and how he will flourish, there is no way of knowing. His eyes give nothing away.♦"
